75,10634745076273369,26252,-1098,-159,75571,644954,-51,8691,4944,9203,3733,1166
40,10634745596635883,27230,-481,1506,106878,690961,4375,1495,-8866,6973,7161,290
67,10634746488586437,26679,-582,187,146382,802466,2827,-26,-9591,9017,4201,-1011
47,10634747088949386,27488,-5849,161,57112,1206195,5291,-7075,-4683,8356,-5332,1316
66,10634747250453778,27811,-558,71,114779,1020279,-3549,-494,9335,5758,-5758,5803
65,10634748548627860,28259,-893,443,70532,975506,6962,-116,7176,9160,3997,-320
75,10634750044298312,26250,-1099,-162,79748,525563,-1258,9191,3732,6411,7635,771
40,10634750340656918,27228,-481,1510,67619,833931,-1085,3422,-9333,-7216,6669,1855
67,10634751405573980,26679,-582,187,132537,519314,2656,-583,-9623,9667,2512,480
47,10634751877941530,27488,-5847,154,163998,3111721,2532,6622,-7052,2219,9584,-1793
64,10634751971980811,28525,-1465,-220,52995,506328,550,-324,9979,-6709,-2439,7002
66,10634752162416022,27811,-558,73,105835,1460402,-750,758,9942,9158,-928,3907
65,10634753452644011,28259,-892,447,101603,568366,3694,-2367,8986,7979,-4452,4062
75,10634755012324256,26251,-1099,-157,75870,692212,445,9523,3017,8777,4765,-490
40,10634755084677972,27228,-481,1514,50176,742866,1991,6004,-7744,-1168,9148,3864
44,10634755547514820,25744,-1447,203,90742,1479051,-3302,-7284,6002,-9964,-367,-759
59,10634755550573941,27659,-4120,1155,72636,2007708,-8348,2081,5096,-8887,3187,-3293
68,10634755873694169,25983,-477,309,23957,731019,3529,778,-9323,-2499,7267,-6398
67,10634756322561533,26680,-583,183,154627,730175,3013,-470,-9523,9696,1914,-1522
47,10634756666934114,27489,-5847,152,164160,2662357,4380,5554,-7068,5341,8227,-1942
106,10634756810918578,25352,-2712,275,111387,830980,1231,-5115,-8504,804,-9003,-4277
64,10634756867950891,28525,-1467,-231,108545,2284036,-6951,-3519,-6268,-9130,-3830,-1402
66,10634757074378305,27811,-559,72,108402,1513717,-236,-1186,9926,8351,-4020,3754
61,10634757171903878,27058,-130,-110,178392,2700132,3054,-9332,-1892,4149,-8999,1339
49,10634757476845730,27892,-4438,22,86584,1277958,-4649,-7167,-5197,-2280,-9660,-1217
65,10634758356661915,28258,-892,446,65741,288453,-120,-1322,9911,-9471,2364,2169
40,10634759828698844,27228,-481,1514,51090,742866,1875,6528,-7339,-1168,9148,3864
75,10634759980348361,26248,-1098,-162,142524,1722577,-3790,9194,-1042,-4389,8857,-1506
44,10634760315481787,25744,-1448,202,128850,1453876,437,-9589,2803,-954,-9824,-1603
59,10634760414546009,27659,-4118,1161,95266,2267953,-8880,2001,4138,-9163,2720,-2937
68,10634760796662716,25981,-474,314,79680,2078530,-3546,9269,-1223,-4227,8844,-1973
67,10634761239548713,26680,-583,184,142944,1109612,4963,-1061,-8615,9967,-492,643
47,10634761455926662,27489,-5847,150,192583,2777050,3519,5724,-7405,4005,8801,-2546
64,10634761763922106,28524,-1465,-225,75036,1572155,-9791,1298,-1565,-9976,-668,-112
106,10634761978893970,25352,-2712,274,105690,742290,1230,-5327,-8373,522,-9166,-3963
66,10634761986340719,27812,-559,70,91202,2322859,4381,-4941,7508,8301,-5433,1247
61,10634762051865344,27058,-131,-113,153012,1831362,3276,-9168,-2280,5227,-8301,1936
28,10634762268256652,27903,-3712,357,127479,1468943,-2900,9541,742,5973,7547,-2712
49,10634762276815336,27893,-4439,20,78384,947935,-324,-7119,-7014,3139,-9177,-2433
65,10634763260678907,28258,-893,445,78344,673509,2167,-6051,7660,690,-9960,550
99,10634764098437916,26790,-561,2042,26495,615837,6198,7842,-281,9723,-839,2178
40,10634764572720448,27228,-481,1514,56050,787381,2125,6978,-6839,-398,9375,3456
75,10634764948373451,26248,-1099,-164,97236,688983,-2335,9629,-1346,1364,9308,-3390
44,10634765083448872,25744,-1449,202,168558,2496869,2630,-9634,506,3857,-9058,-1750
38,10634765129928608,26738,-326,389,78589,1869043,9276,-1676,3337,9363,-762,-3427
59,10634765278517461,27658,-4118,1161,103762,2267953,-9127,2126,3487,-9163,2720,-2937
68,10634765719630690,25983,-476,312,59500,1044695,4393,4911,-7522,2483,7886,-5625
67,10634766156536890,26681,-583,184,140115,1089154,5125,371,-8578,9317,3544,782
47,10634766244919678,27489,-5846,151,191937,2695140,4026,6102,-6822,4641,8580,-2196
64,10634766659893874,28523,-1465,-220,90582,1626926,-9826,1537,1040,-9983,-297,482
66,10634766898302761,27812,-560,70,97013,2319013,4788,-5898,6501,7844,-6116,1026
61,10634766931828462,27058,-131,-112,165147,1967886,4006,-8981,-1812,5968,-7794,1902
28,10634766935231993,27903,-3712,357,131219,1468943,-2505,9663,580,5973,7547,-2712
49,10634767076783574,27892,-4439,20,78729,1050495,-283,-8431,-5368,2126,-9683,-1308
106,10634767146869495,25352,-2712,276,85466,574176,1703,-6037,-7788,1189,-9679,-2212
58,10634767557717161,25290,-4224,397,72827,319377,3503,5055,-7884,-2502,7684,-5888
54,10634767932369988,25777,-4638,330,465626,1020575,4850,6668,5657,4166,8266,3782
65,10634768164695967,28257,-893,446,76801,460229,3532,-4746,8061,5876,-8048,832
99,10634769220357383,26790,-561,2042,26495,615837,6198,7842,-281,9723,-839,2178
40,10634769316740499,27230,-485,1524,145502,2781510,7795,-5986,1842,7362,-6366,2294
44,10634769851415936,25744,-1450,202,178789,2402013,2324,-9695,776,3292,-9309,-1580
38,10634769860893300,26739,-326,389,85559,1869043,9488,-1618,2711,9363,-762,-3427
75,10634769916398474,26247,-1100,-167,99976,673501,-2142,9754,514,1510,9794,-1339
59,10634770142488309,27660,-4121,1167,103943,1480124,-4217,-7822,4584,-7217,-5769,-3823
68,10634770642598719,25981,-473,316,101124,2246220,-4915,8700,-384,-5481,8209,-1599
47,10634771033911736,27487,-5849,146,161499,923236,124,1183,-9928,-4844,1592,-8601
67,10634771073523859,26680,-584,182,135008,736397,3779,-2723,-8848,7087,-6907,1436
64,10634771555864039,28531,-1468,-243,187744,1096997,355,-1457,-9886,-5190,-2887,-8045
28,10634771602208347,27904,-3711,350,141231,1968007,595,9083,-4139,7893,4648,-4010
100,10634771786313887,26189,-19,895,130624,1774000,-9472,1052,3027,-7714,5877,-2435
66,10634771810265080,27812,-560,76,164672,2446776,3416,-191,9396,9302,473,3638
61,10634771811790481,27055,-131,-111,132703,1385898,-3202,-9396,-1202,-7020,-6274,3368
49,10634771876751773,27892,-4438,17,117421,1036162,1432,-1951,-9702,8112,486,-5826
106,10634772314845252,25352,-2712,274,71476,798548,-2331,-1356,-9629,-8689,4587,-1856
105,10634772365997365,25371,-1748,-1647,82060,1546269,572,-9614,-2689,-4980,-6687,-5520
58,10634772416670748,25290,-4225,396,73056,344138,4450,1851,-8761,2294,-7034,-6726
73,10634772435182113,25229,-1679,294,87219,1394466,3254,6246,7098,-1135,8899,4417
54,10634772764342527,25777,-4638,330,465626,1020575,4850,6668,5657,4166,8266,3782
65,10634773068713445,28257,-893,446,84043,660512,5535,-3589,7514,9628,-2639,561
40,10634774060761359,27227,-483,1529,80354,1247477,5938,-5241,6104,5549,-6133,5620
99,10634774342276898,26790,-561,2042,26495,615837,6198,7842,-281,9723,-839,2178
38,10634774591858647,26738,-327,394,101486,1254335,5363,-2489,8064,9223,-3019,-2409
44,10634774619383043,25744,-1450,202,183609,2252845,2270,-9736,196,2957,-9343,-1986
75,10634774884423536,26245,-1101,-170,104821,885264,-5997,7983,-532,-8484,5070,-1517
59,10634775006459700,27659,-4119,1173,117341,1783411,-6892,-4802,5425,-9093,-2979,-2902
68,10634775565566862,25979,-472,318,184195,3399673,-6487,6901,3206,-7016,7124,69
47,10634775822904087,27485,-5850,144,190663,2240733,-3578,1171,-9264,-8996,1603,-4060
67,10634775990511257,26681,-584,182,136241,736397,3933,-2882,-8730,7087,-6907,1436
28,10634776269182504,27903,-3711,358,202758,2156625,-1897,9233,3337,3145,9487,313
64,10634776451835563,28529,-1466,-241,199827,1384733,-1410,245,-9897,-7271,395,-6853
49,10634776676720536,27891,-4437,20,123291,645294,-2527,-1068,-9616,2615,1522,-9531
61,10634776691753407,27056,-131,-110,108481,1179662,-4641,-8853,-254,-8797,-1042,4639
66,10634776722227928,27812,-560,78,168119,2096550,2991,16,9541,9039,702,4218
100,10634776914331940,26187,-19,901,149739,1809035,-8940,1821,4093,-7213,6691,-1784
58,10634777275624449,25290,-4221,401,158178,2487735,1862,9580,-2178,52,9999,-79
73,10634777390144766,25228,-1679,293,71594,1345907,1808,7858,5914,-3399,8763,3412
106,10634777482820678,25351,-2712,274,70449,868849,-3100,-535,-9492,-8424,5188,-1452
105,10634777526023488,25371,-1749,-1644,85978,1482332,373,-9510,-3067,-4739,-6629,-5795
54,10634777596315301,25777,-4638,330,465626,1020575,4850,6668,5657,4166,8266,3782
65,10634777972730683,28257,-893,443,34413,380401,6586,-3890,6440,5901,5798,-5616
16,10634778786262244,27751,-5617,-94,100636,2580027,-7401,-667,-6691,-9542,2918,656
40,10634778804781685,27228,-483,1529,83017,1204351,6199,-5191,5883,5725,-5945,5645
38,10634779322822546,26743,-327,377,170201,2380006,6929,1383,-7076,7401,3035,-6000
44,10634779387350421,25745,-1452,196,291612,3916884,1178,-9388,-3235,1547,-9396,-3051
99,10634779464196274,26790,-561,2042,26495,615837,6198,7842,-281,9723,-839,2178
75,10634779852448359,26244,-1101,-170,117575,1038178,-5850,8107,-213,-7774,6197,-1070
59,10634779870431086,27659,-4118,1176,102197,1753686,-8847,-2111,4155,-9296,249,-3675
97,10634780090278982,25995,-5581,1604,75791,1330560,9129,-4018,-707,7682,-6401,-61
68,10634780488534993,25982,-471,316,127816,2182040,-2048,9780,385,-1459,9818,-1209
47,10634780611896524,27486,-5851,144,175136,1203788,-1484,1567,-9764,-6801,2743,-6797
67,10634780907498430,26680,-586,181,147304,738569,-569,-2527,-9658,-8496,-5199,-883
28,10634780936158509,27903,-3713,361,171117,1814476,-990,9197,3798,5269,8498,91
64,10634781347806511,28529,-1467,-236,148094,646993,1384,-394,-9895,-276,938,-9952
14,10634781413727100,26230,-5729,-434,100090,1323802,-8937,3716,-2511,-5179,8122,2683
49,10634781476689289,27892,-4438,21,117170,606784,-2203,-1269,-9671,3243,1045,-9401
61,10634781571714582,27056,-133,-111,137775,1284369,-2155,-9733,789,-4609,-7339,4988
66,10634781634190356,27813,-560,75,151611,2075310,4474,-429,8932,9435,-130,3309
100,10634782042350056,26185,-19,904,140077,795115,-8261,-2173,5197,-9500,-284,-3107
58,10634782134577687,25290,-4221,401,161708,2266276,2884,9330,-2149,1606,9869,-111
73,10634782345107530,25229,-1679,292,97664,1432115,8059,5253,2729,7721,5913,2325
106,10634782650797200,25352,-2711,274,55442,739554,-3236,418,-9452,-7622,6471,-125
105,10634782686049629,25371,-1751,-1639,126330,1763443,1874,-9530,-2379,-852,-8654,-4936
65,10634782876749011,28257,-893,445,49911,394395,4381,-597,8969,4039,8981,-1733
16,10634783378234400,27754,-5616,-88,52358,2127197,-9498,-1051,2944,-8928,2885,3458
40,10634783548803212,27227,-483,1530,61473,716754,1744,-2434,9541,-1469,-1654,9752
38,10634784053787251,26742,-327,384,56428,1082680,6409,2896,-7107,319,4420,-8964
44,10634784155317633,25743,-1452,197,262757,2975544,83,-9504,-3106,-1161,-9265,-3577
53,10634784354669921,25207,-4614,357,141871,1326048,-7531,6531,-783,-6575,1155,7444
23,10634784437799938,25339,-4955,665,160062,931057,-6698,7400,602,-8176,325,-5747
59,10634784734402507,27659,-4117,1180,90483,1429346,-8628,-1614,4790,-8852,979,-4547
75,10634784820473814,26244,-1100,-172,117818,843345,-4840,8734,-517,-5590,8157,-1482
97,10634785199262606,25995,-5581,1604,82332,1330560,9038,-4227,-656,7682,-6401,-61
47,10634785400889025,27485,-5852,142,183179,1270172,-1693,-761,-9826,-5979,-4462,-6657
68,10634785411502939,25981,-472,320,110146,1546058,-4766,8455,2406,-5112,8541,-952
28,10634785603134507,27903,-3713,361,159818,1366109,-1618,8756,4550,4729,8803,368
67,10634785824485774,26679,-585,178,152460,1338480,-405,2952,-9545,-3927,9172,-660
14,10634785989683299,26228,-5729,-436,115413,1374932,-9268,3117,-2090,-6876,6739,2701
64,10634786243777526,28530,-1467,-236,171623,779167,1856,-36,-9826,1738,2180,-9603
49,10634786276658121,27888,-4435,14,215707,1724604,-2706,2392,-9324,1382,7674,-6260
61,10634786451676729,27056,-132,-111,103287,818951,-712,-9375,3403,-1563,-647,9855
66,10634786546152657,27811,-560,81,200968,1404508,565,908,9942,5557,3119,7705
58,10634786993531748,25289,-4219,400,197678,2736928,166,9433,-3312,-1911,9773,-913
100,10634787170366466,26185,-20,905,169282,890095,-7693,-712,6348,-9160,3995,-356
24,10634787293782908,25940,-5401,1146,172969,1235812,-3602,-1308,9236,-9032,362,4275
73,10634787300071080,25229,-1679,292,107367,1490539,6966,6310,3412,5870,7656,2630
65,10634787780765168,28256,-894,437,72389,759616,3026,-5020,-8101,3498,-1949,-9163
106,10634787818771431,25351,-2713,270,97545,1045263,-4104,-1117,-9050,-9319,2611,-2515
105,10634787846075871,25372,-1754,-1632,121674,1705641,-439,-7489,-6612,-4946,-5309,-6880
16,10634787970206678,27756,-5617,-87,37939,1543316,-8855,-4398,1492,-8893,2121,4049
40,10634788292824067,27227,-483,1531,65326,745649,3511,-3967,8481,1569,-4260,8910
38,10634788784752442,26743,-327,383,72332,1102999,7494,1374,-6476,3844,2795,-8797
44,10634788923285161,25744,-1452,197,286406,3315587,1268,-9498,-2857,1647,-9373,-3071
23,10634789072763089,25339,-4955,664,164160,929224,-7060,6923,1491,-8936,-841,-4408
53,10634789181646323,25209,-4615,355,69936,1196583,-1759,8088,-5610,6899,-1500,7080
59,10634789598373959,27659,-4117,1180,94354,1429346,-8926,-1476,4258,-8852,979,-4547
75,10634789788498214,26243,-1101,-178,110463,542229,-4600,8188,-3433,-3691,7356,-5679
47,10634790189881052,27486,-5851,141,153119,1008272,-1866,-1044,-9768,-5659,-6067,-5581
28,10634790270108866,27904,-3713,366,190555,2013047,722,7528,6542,6853,7034,1881
97,10634790308246230,25996,-5581,1604,88913,1330560,8956,-4404,-612,7682,-6401,-61
68,10634790334471709,25980,-472,321,129595,1684168,-5780,7379,3481,-6707,7414,-213
14,10634790565640142,26228,-5729,-437,119631,1470998,-9082,3963,-1340,-6164,7343,2839
74,10634790575746049,25008,-1552,495,187164,2007080,-3263,4129,-8502,-4712,5023,-7249
67,10634790741472990,26679,-589,178,126217,463752,117,-68,-9999,-7665,6254,1456
49,10634791076627162,27898,-4442,14,333310,3568093,4930,-4522,-7432,7260,-5597,-3994
64,10634791139748949,28527,-1467,-235,136941,1278032,-3989,593,-9150,-9110,256,-4115
61,10634791331639376,27054,-130,-112,38671,1676961,-7459,-5947,2997,-2574,8968,3597
66,10634791458115138,27811,-561,82,202500,1574430,1809,-430,9825,7464,-835,6602
58,10634791852484851,25289,-4219,399,183323,2071177,1155,9172,-3812,-542,9901,-1290
24,10634791933761541,25941,-5399,1149,241209,2782329,-4657,2753,8410,-7675,5812,2701
73,10634792255032980,25229,-1682,296,149824,2802784,5184,-5432,6603,3776,-8770,2969
100,10634792298386457,26187,-20,901,63117,1111514,-4088,-7743,4829,8652,-3392,-3691
88,10634792545648500,27842,-4296,-274,131624,1147304,1588,856,9835,1580,-7168,6790
16,10634792562179028,27756,-5617,-87,44485,1414686,-7844,-6015,1506,-8985,524,4357
65,10634792684782681,28258,-893,439,74350,1277883,9126,-1226,-3899,8556,3301,-3986
106,10634792986747464,25352,-2713,272,47300,252114,1302,-1210,-9840,5168,8213,2413
105,10634793006102210,25372,-1756,-1618,63142,1237906,-1675,-6765,-7170,-6377,249,-7698
40,10634793036845024,27225,-483,1534,99849,1120248,-2567,50,9664,-6209,2040,7567
38,10634793515716683,26740,-327,391,90304,2557980,-9278,2643,2631,-9479,2084,-2406
44,10634793691252310,25744,-1453,198,286635,2967393,98,-9713,-2376,-1092,-9488,-2963
23,10634793707726863,25339,-4954,660,116949,1602476,-8494,5108,-1322,-3304,-8512,-4075
53,10634794008622674,25209,-4614,351,99556,839864,-4316,8035,-4098,2425,1805,9531
59,10634794462345428,27658,-4112,1201,214719,1229330,-3889,-1364,9111,-8813,-4682,633
75,10634794756523116,26241,-1103,-178,81357,347361,-6754,7126,-1896,-5739,-7055,-4157
28,10634794937084205,27904,-3713,366,197265,2013047,1024,7607,6409,6853,7034,1881
47,10634794978873839,27485,-5851,138,169859,1049256,-2268,499,-9726,-7777,-177,-6283
14,10634795141594221,26227,-5728,-443,141566,1105023,-7231,2854,-6289,-5434,8351,-845
68,10634795257439371,25983,-468,321,220422,3948906,3642,9310,-229,5662,8213,-690
97,10634795417229854,25996,-5581,1604,95524,1330560,8883,-4555,-574,7682,-6401,-61
74,10634795537689417,25014,-1552,511,138104,1752807,6790,6068,4130,8158,5755,-558
67,10634795658460326,26681,-591,177,138712,462580,2830,-2184,-9339,8022,-5926,726
49,10634795876596280,27897,-4441,13,322480,3080605,4216,-4246,-8011,6983,-5428,-4665
64,10634796035720134,28527,-1467,-229,61429,507769,-4960,1039,-8620,-9448,2203,-2424
61,10634796211601490,27054,-130,-112,17168,1889405,-3002,-1591,9404,310,9454,3243
66,10634796370078041,27812,-562,80,192240,1749379,2944,-1858,9374,7714,-3850,5065
24,10634796573739912,25941,-5399,1148,217365,2976173,-6135,3557,7049,-7885,5989,1395
58,10634796711438622,25289,-4216,403,288843,4283122,-274,9934,-1109,-1552,9878,-15
16,10634797154151352,27757,-5616,-88,103027,2855917,-8212,5386,-1878,-7379,6599,1407
73,10634797209996002,25226,-1682,291,72248,2117575,-5170,-7848,3415,-7608,-6340,1385
100,10634797426404748,26185,-18,904,66074,679395,-6793,-4206,6013,8285,287,-5591
65,10634797588799783,28258,-893,440,85619,1606462,9602,2640,908,7826,6003,-1647
88,10634797596594349,27841,-4297,-269,158615,1443680,1576,-787,9843,1542,-7692,6200
40,10634797780866227,27224,-483,1533,96586,1276063,-4510,13,8924,-7858,1521,5993
106,10634798154722834,25353,-2713,271,72381,815788,5066,1074,-8554,8661,4954,-650
105,10634798166128406,25373,-1759,-1613,115324,1280973,1474,-6528,-7430,-526,-3786,-9240
38,10634798246681248,26744,-327,389,42643,1082623,1509,4337,-8883,-3789,3754,-8458
23,10634798342690175,25338,-4953,660,107013,1441696,-8380,5284,-1355,-1583,-8879,-4317
44,10634798459219329,25744,-1453,202,265175,2476495,1004,-9925,-687,1072,-9767,-1854
53,10634798835598807,25212,-4616,348,69898,1685057,4260,6184,-6602,8638,-1622,4768
59,10634799326316710,27658,-4110,1209,256928,876901,-2736,-289,9614,-8361,-4326,3372
28,10634799604059241,27907,-3715,355,111847,2898377,9922,766,-980,9302,-3112,-1941
14,10634799717549746,26226,-5728,-446,139943,938276,-6290,2962,-7187,-2872,9415,-1759
75,10634799724548921,26241,-1103,-184,66472,760349,-6411,5216,-5628,2065,-9155,-3451
47,10634799767866154,27485,-5851,141,108000,824550,307,-1569,-9871,4757,-8545,-2082
68,10634800180407616,25984,-468,316,220136,3595505,5022,8371,-2167,7013,6983,-1429
63,10634800243044909,28433,-1857,128,50766,841530,9937,953,575,9815,197,-1901
74,10634800499632862,25016,-1552,512,135573,1546528,6901,5555,4637,8631,5034,-388
97,10634800526213163,25996,-5582,1612,98802,1249206,9206,-3864,-546,8236,-5670,-69
13,10634800573758157,25935,-5656,355,84839,1038216,-5546,4326,7107,-6656,7071,2386
67,10634800575448160,26681,-591,177,157126,421099,2589,-1598,-9525,8990,-3188,-3000
49,10634800676565097,27899,-4442,16,296794,2748689,4201,-4845,-7672,6311,-6369,-4425
64,10634800931691301,28526,-1464,-226,90181,954846,-4555,6519,-6061,-4788,8640,-1555
61,10634801091564160,27053,-130,-112,43641,1703844,-4573,-1455,8772,-1342,8830,4495
24,10634801213718653,25940,-5401,1147,228628,3004614,-6749,3153,6670,-8432,5203,1347
66,10634801282039772,27810,-561,81,175294,882859,-530,-974,9938,-2101,-4207,8825
58,10634801570392546,25288,-4216,405,257103,3480000,-1991,9795,-292,-4258,9036,461
16,10634801746123868,27757,-5615,-87,132278,3180583,-8680,4814,-1210,-8021,5831,1284
73,10634802164958762,25225,-1682,291,75075,1942635,-6219,-5981,5054,-8597,-4724,1938
65,10634802492816705,28256,-894,437,53413,696225,3521,-482,-9347,205,5299,-8477
40,10634802524886591,27223,-482,1540,165144,1751640,-4023,1817,8972,-6710,4277,6055
100,10634802554423011,26185,-14,904,69176,1475060,-6521,6388,4081,3258,8978,-2960
88,10634802647541249,27838,-4295,-274,122337,776256,-2246,4824,8466,-6021,1761,7786
38,10634802977646724,26745,-326,386,81625,1576418,49,6502,-7596,-3696,6650,-6489
23,10634802977653441,25339,-4953,662,86381,1293630,-4456,8911,-849,7805,-4689,-4132
44,10634803227186521,25744,-1454,202,299171,2886942,719,-9910,-1128,640,-9786,-1953
106,10634803322698132,25352,-2714,272,62286,581727,3252,-5803,-7466,6666,-7381,1034
105,10634803326155259,25373,-1759,-1615,99941,1116212,1145,-6722,-7314,-1573,-2695,-9500
53,10634803662576071,25211,-4616,351,54504,1821014,6714,6398,-3737,8297,-2162,5145
59,10634804190288161,27658,-4110,1211,259364,876901,-2848,-357,9579,-8361,-4326,3372
28,10634804271034815,27907,-3715,351,130659,2776681,8200,423,-5707,8512,-3991,-3407
14,10634804293505598,26229,-5728,-448,112358,1911489,2423,3080,-9199,9165,3859,-1050
47,10634804556858618,27488,-5852,139,182194,3845336,7133,-3545,-6045,8697,-4921,-372
75,10634804692573178,26243,-1103,-186,92881,2583891,7686,6026,-2144,9827,-1749,-597
68,10634805103375416,25984,-468,316,176562,2364853,5492,7617,-3435,8017,5408,-2544
63,10634805134015088,28434,-1856,128,71152,1007110,8824,1177,4553,9961,502,717
13,10634805144713246,25935,-5656,354,68868,815632,-3988,6343,6621,-2330,9535,1906
71,10634805373338844,27809,-970,818,146165,808715,4481,-4122,-7932,9137,3797,-1440
74,10634805461577007,25014,-1554,510,58457,495187,5442,4907,6804,8887,-2026,-4112
49,10634805476533870,27903,-4442,19,295340,2779171,6035,-4520,-6568,8040,-4703,-3637
67,10634805492435251,26681,-593,177,143916,189877,1080,-1659,-9802,-8942,-3188,-3141
97,10634805635196787,25996,-5583,1612,105051,1249206,9159,-3979,-518,8236,-5670,-69
64,10634805827662436,28528,-1468,-225,81076,441659,-2283,-325,-9730,-7745,-794,-6275
24,10634805853696592,25943,-5402,1148,159995,1108179,-2602,3376,9045,-879,9455,3135
61,10634805971526144,27055,-131,-117,74254,1663807,8265,-3865,-4091,8050,5755,1437
66,10634806194002081,27810,-561,83,180978,908327,-480,-1202,9915,-1663,-4775,8627
16,10634806338096165,27764,-5616,-81,94593,1749995,8162,1015,5687,8044,3337,4913
58,10634806429346196,25290,-4218,402,137037,569254,3003,8368,-4576,9093,-2,-4161
73,10634807119921415,25225,-1682,290,50681,1135433,-4514,-5742,6829,-8537,-4248,3011
40,10634807268907943,27223,-482,1539,154210,1544394,-3653,2153,9056,-5950,4796,6449
65,10634807396833926,28257,-895,441,72532,829488,8791,-4763,-146,8630,-3835,-3285
23,10634807612617634,25337,-4952,663,131342,621781,-7484,6316,2019,-4984,-7114,-4953
100,10634807682441082,26185,-14,903,37241,1274521,-6459,7440,-1705,5497,6798,-4854
88,10634807698488753,27839,-4295,-269,139360,831034,-1708,3194,9320,-4876,-1313,8631
38,10634807708610931,26744,-327,390,12248,694682,4441,6806,-5825,-3011,793,-9502
44,10634807995153703,25744,-1455,203,319920,3265367,1604,-9862,-400,2976,-9479,-1130
105,10634808486180570,25373,-1761,-1612,122380,1254386,2641,-5775,-7724,2778,-2398,-9301
53,10634808489552265,25212,-4616,351,77062,2153315,8503,4450,-2807,8962,-1293,4243
106,10634808490674391,25353,-2713,275,80531,1002053,6387,-3587,-6806,9548,-2961,-242
14,10634808869461738,26226,-5729,-451,114087,110128,-5572,1036,-8238,1114,7729,-6246
28,10634808938009601,27909,-3716,351,153298,2951969,8397,-16,-5430,8661,-3749,-3305
59,10634809054259662,27658,-4110,1214,253553,860254,-3104,-300,9501,-8961,-3489,2741
47,10634809345851244,27485,-5850,139,88680,281151,1606,1755,-9712,4976,8674,8
75,10634809660598395,26241,-1104,-188,72853,1005886,1154,7667,-6314,9290,-2190,-2980
13,10634809715668328,25934,-5654,359,175382,2810722,-5734,5985,5593,-6376,7528,1632
63,10634810024985585,28433,-1856,128,73123,848379,7854,2743,5547,9430,2945,1549
68,10634810026343473,25984,-468,317,160355,1820871,5061,8116,-2916,7607,5853,-2803
49,10634810276501966,27905,-4442,22,288094,2658052,6776,-4659,-5689,8330,-4605,-3064
71,10634810317316869,27808,-969,820,101136,896386,4639,-3378,-8189,3652,9208,1366
67,10634810409422619,26680,-594,176,177639,747301,-705,-1276,-9893,-9063,134,-4222
74,10634810423520522,25015,-1552,508,67874,519197,1927,8539,4834,2822,8455,-4532
24,10634810493674700,25943,-5402,1148,157389,863702,-3649,2444,8983,-4399,8164,3740
64,10634810723633680,28526,-1465,-217,70071,798212,-5798,7375,-3462,-4336,9010,-47
97,10634810744179574,26006,-5583,1634,307639,3752174,9721,-2318,330,9521,-3033,368
61,10634810851488371,27052,-130,-112,35725,1658982,-5567,1481,8173,-2051,8957,3943
16,10634810930068080,27764,-5615,-83,67847,1765753,2983,9281,2224,1343,9395,3148
66,10634811105964520,27808,-561,86,231254,1386441,-2196,-404,9747,-6339,-1238,7634
58,10634811288299481,25289,-4217,407,162503,1598634,-2631,9641,-339,-8152,5693,1056
40,10634812012928627,27217,-480,1556,362978,3787808,-4562,3225,8293,-6496,6005,4662
